species,country_distribution,region_distribution
Loricaria tucumanensis,ARG,Latin America & Caribbean
Loricaria vetula,ARG,Latin America & Caribbean
Loricariichthys edentatus,ARG,Latin America & Caribbean
Loricariichthys melanocheilus,ARG,Latin America & Caribbean
Loricariichthys platymetopon,ARG,Latin America & Caribbean
Loricariichthys rostratus,ARG,Latin America & Caribbean
Macropsobrycon uruguayanae,ARG,Latin America & Caribbean
Megalamphodus uruguayensis,ARG,Latin America & Caribbean
Metynnis mola,ARG,Latin America & Caribbean
Metynnis otuquensis,ARG,Latin America & Caribbean
Microglanis carlae,ARG,Latin America & Caribbean
Microglanis malabarbai,ARG,Latin America & Caribbean
Microglanis nigrolineatus,ARG,Latin America & Caribbean
Mimagoniates barberi,ARG,Latin America & Caribbean
Moenkhausia australe,ARG,Latin America & Caribbean
Moenkhausia bonita,ARG,Latin America & Caribbean
Moenkhausia forestii,ARG,Latin America & Caribbean
Mugil platanus,ARG,Latin America & Caribbean
Myletes duriventris,ARG,Latin America & Caribbean
Nannorhamdia guttatus,ARG,Latin America & Caribbean
Nanognathus borellii,ARG,Latin America & Caribbean
Nans indefessus,ARG,Latin America & Caribbean
Odontesthes humensis,ARG,Latin America & Caribbean
Odontesthes perugiae,ARG,Latin America & Caribbean
Odontostilbe microcephalus,ARG,Latin America & Caribbean
Odontostilbe paraguayensis,ARG,Latin America & Caribbean
Odontostilbe yatai,ARG,Latin America & Caribbean
Oligosarcus amome,ARG,Latin America & Caribbean
Oligosarcus brevioris,ARG,Latin America & Caribbean
Oligosarcus itau,ARG,Latin America & Caribbean
Oligosarcus longirostris,ARG,Latin America & Caribbean
Oligosarcus menezesi,ARG,Latin America & Caribbean
Oligosarcus paranensis,ARG,Latin America & Caribbean
Oligosarcus pintoi,ARG,Latin America & Caribbean
Otocinclus nigricauda,ARG,Latin America & Caribbean
Otocinclus vestitus,ARG,Latin America & Caribbean
Otocinclus vittatus,ARG,Latin America & Caribbean
Oxydoras eigenmanni,ARG,Latin America & Caribbean
Oxydoras kneri,ARG,Latin America & Caribbean
Pachyurus (Lepipterus) bonariensis,ARG,Latin America & Caribbean
Papiliolebias hatinne,ARG,Latin America & Caribbean
Paraloricaria agastor,ARG,Latin America & Caribbean
Paravandellia oxyptera,ARG,Latin America & Caribbean
Parodon carrikeri,ARG,Latin America & Caribbean
Parodon nasus,ARG,Latin America & Caribbean
Parodon piracicabae,ARG,Latin America & Caribbean
Perca laevis,ARG,Latin America & Caribbean
Perca trucha,ARG,Latin America & Caribbean
Percichthys colhuapiensis,ARG,Latin America & Caribbean
Perugia argentina,ARG,Latin America & Caribbean
Phalloceros harpagos,ARG,Latin America & Caribbean
Phallotorynus victoriae,ARG,Latin America & Caribbean
Pimelodella griffini,ARG,Latin America & Caribbean
Pimelodella laticeps,ARG,Latin America & Caribbean
Pimelodella mucosa,ARG,Latin America & Caribbean
Pimelodella taenioptera,ARG,Latin America & Caribbean
Pimelodus absconditus,ARG,Latin America & Caribbean
Pimelodus argenteus,ARG,Latin America & Caribbean
Pimelodus britskii,ARG,Latin America & Caribbean
Pimelodus filamentosus,ARG,Latin America & Caribbean
Pimelodus gracilis,ARG,Latin America & Caribbean
Pimelodus labrosus,ARG,Latin America & Caribbean
Pimelodus mangurus,ARG,Latin America & Caribbean
Pimelodus mysteriosus,ARG,Latin America & Caribbean
Pimelodus ortmanni,ARG,Latin America & Caribbean
Pimelodus pati,ARG,Latin America & Caribbean
Pimelodus valenciennis,ARG,Latin America & Caribbean
Pimelodus westermanni,ARG,Latin America & Caribbean
Plagioscion ternetzi,ARG,Latin America & Caribbean
Platystoma corruscans,ARG,Latin America & Caribbean
Platystoma platyrhynchos,ARG,Latin America & Caribbean
Plecostomus albopunctatus,ARG,Latin America & Caribbean
Plecostomus aspilogaster,ARG,Latin America & Caribbean
Plecostomus borellii,ARG,Latin America & Caribbean
Plecostomus boulengeri,ARG,Latin America & Caribbean
Plecostomus derbyi,ARG,Latin America & Caribbean
Plecostomus hermanni,ARG,Latin America & Caribbean
Plecostomus luteomaculatus,ARG,Latin America & Caribbean
Plecostomus meleagris,ARG,Latin America & Caribbean
Plecostomus myersi,ARG,Latin America & Caribbean
Plecostomus paulinus,ARG,Latin America & Caribbean
Plecostomus regani,ARG,Latin America & Caribbean
Plecostomus spiniger,ARG,Latin America & Caribbean
Plesiolebias bitteri,ARG,Latin America & Caribbean
Poecilia decemmaculata,ARG,Latin America & Caribbean
Poecilia vivipara,ARG,Latin America & Caribbean
Porotergus ellisi,ARG,Latin America & Caribbean
Potamorrhaphis eigenmanni,ARG,Latin America & Caribbean
Potamotrygon amandae,ARG,Latin America & Caribbean
Potamotrygon castexi,ARG,Latin America & Caribbean
Potamotrygon falkneri,ARG,Latin America & Caribbean
Pseudoplatystoma fasciatum reticulatum,ARG,Latin America & Caribbean
Pterolebias longipinnis,ARG,Latin America & Caribbean
Pterygoplichthys (Ancistrus) parananus,ARG,Latin America & Caribbean
Pygidium alterum,ARG,Latin America & Caribbean
Pygidium barbouri,ARG,Latin America & Caribbean
Pygidium boylei,ARG,Latin America & Caribbean
Pygidium davisi,ARG,Latin America & Caribbean
Pygidium heterodontum,ARG,Latin America & Caribbean
Pygidium johnsoni,ARG,Latin America & Caribbean
Pygidium riojanum,ARG,Latin America & Caribbean
Pygidium spegazzinii,ARG,Latin America & Caribbean
Pygocentrus nattereri,ARG,Latin America & Caribbean
Pygopristis serrulatus,ARG,Latin America & Caribbean
Pyrrhulina rachoviana,ARG,Latin America & Caribbean
Rhamdella aymarae,ARG,Latin America & Caribbean
Rhamdella cainguae,ARG,Latin America & Caribbean
Rhamdella longiuscula,ARG,Latin America & Caribbean
Rhamdia branneri,ARG,Latin America & Caribbean
Rhamdia branneri voulezi,ARG,Latin America & Caribbean
Rhaphiodon vulpinus,ARG,Latin America & Caribbean
Rhinelepis strigosa,ARG,Latin America & Caribbean
Rineloricaria isaaci,ARG,Latin America & Caribbean
Rineloricaria misionera,ARG,Latin America & Caribbean
Rineloricaria reisi,ARG,Latin America & Caribbean
Rineloricaria stellata,ARG,Latin America & Caribbean
Rineloricaria zaina,ARG,Latin America & Caribbean
Rivulus punctatus,ARG,Latin America & Caribbean
Salminus hilarii,ARG,Latin America & Caribbean
Salmo rhombeus,ARG,Latin America & Caribbean
Schizodon trimaculatus,ARG,Latin America & Caribbean
Scleronema macanuda,ARG,Latin America & Caribbean
Scleronema milonga,ARG,Latin America & Caribbean
Semitapiscis squamoralevis,ARG,Latin America & Caribbean
Serrasalmus maculatus,ARG,Latin America & Caribbean
Silurus lima,ARG,Latin America & Caribbean
Silvinichthys bortayro,ARG,Latin America & Caribbean
Silvinichthys huachi,ARG,Latin America & Caribbean
Silvinichthys leoncitensis,ARG,Latin America & Caribbean
Silvinichthys pedernalensis,ARG,Latin America & Caribbean
Solea jenynsii,ARG,Latin America & Caribbean
Stegophilus maculatus,ARG,Latin America & Caribbean
Steindachneria scripta,ARG,Latin America & Caribbean
Steindachneridion melanodermatum,ARG,Latin America & Caribbean
Sternarchorhamphus hahni,ARG,Latin America & Caribbean
Sternarchus brasiliensis,ARG,Latin America & Caribbean
Tatia jaracatia,ARG,Latin America & Caribbean
Tetragonopterus alburnus,ARG,Latin America & Caribbean
Tetragonopterus alleni,ARG,Latin America & Caribbean
Tetragonopterus cordovae,ARG,Latin America & Caribbean
Tetragonopterus dichrourus,ARG,Latin America & Caribbean
Tetragonopterus eigenmanniorum,ARG,Latin America & Caribbean
Tetragonopterus iheringii,ARG,Latin America & Caribbean
Tetragonopterus interruptus,ARG,Latin America & Caribbean
Tetragonopterus lineatus,ARG,Latin America & Caribbean
Tetragonopterus luetkenii,ARG,Latin America & Caribbean
Tetragonopterus rubropictus,ARG,Latin America & Caribbean
Tetragonopterus ternetzi,ARG,Latin America & Caribbean
Tetragonopterus ulreyi,ARG,Latin America & Caribbean
Thrichomycterus macraei,ARG,Latin America & Caribbean
Trachelyopterus lucenai,ARG,Latin America & Caribbean
Trachycorystes albicrux,ARG,Latin America & Caribbean
Trachycorystes teaguei,ARG,Latin America & Caribbean
Trichomycterus areolatus,ARG,Latin America & Caribbean
Trichomycterus belensis,ARG,Latin America & Caribbean
Trichomycterus borellii,ARG,Latin America & Caribbean
Trichomycterus catamarcensis,ARG,Latin America & Caribbean
Trichomycterus corduvensis,ARG,Latin America & Caribbean
Trichomycterus eichhorniarum,ARG,Latin America & Caribbean
Trichomycterus hualco,ARG,Latin America & Caribbean
Trichomycterus mboycy,ARG,Latin America & Caribbean
Trichomycterus mendozensis,ARG,Latin America & Caribbean
Trichomycterus minus,ARG,Latin America & Caribbean
Trichomycterus minutus,ARG,Latin America & Caribbean
Trichomycterus pseudosilvinichthys,ARG,Latin America & Caribbean
Trichomycterus ramosus,ARG,Latin America & Caribbean
Trichomycterus rivulatus,ARG,Latin America & Caribbean
Trichomycterus roigi,ARG,Latin America & Caribbean
Trichomycterus tenuis,ARG,Latin America & Caribbean
Trichomycterus varii,ARG,Latin America & Caribbean
Trichomycterus ytororo,ARG,Latin America & Caribbean
Trichomycterus yuska,ARG,Latin America & Caribbean
Tridentopsis cahuali,ARG,Latin America & Caribbean
Trigonectes aplocheiloides,ARG,Latin America & Caribbean
Triportheus pantanensis,ARG,Latin America & Caribbean
Trygon brachyurus,ARG,Latin America & Caribbean
Trygon histrix,ARG,Latin America & Caribbean
Vesicatrus tegatus,ARG,Latin America & Caribbean
Xiphophorus obscurus,ARG,Latin America & Caribbean
Xiphoramphus oligolepis,ARG,Latin America & Caribbean
Xiphorhamphus jenynsii,ARG,Latin America & Caribbean
Xiphorhamphus lacustris,ARG,Latin America & Caribbean
Xyliphius barbatus,ARG,Latin America & Caribbean
Yaci retropinnis,ARG,Latin America & Caribbean
Barbus goktschaicus,ARM,Europe & Central Asia
Capoeta kaput,ARM,Europe & Central Asia
Capoeta sevangi,ARM,Europe & Central Asia
Chondrostoma colchicum,ARM,Europe & Central Asia
Cobitis saniae,ARM,Europe & Central Asia
Salmo gegarkuni,ARM,Europe & Central Asia
Salmo ischchan,ARM,Europe & Central Asia
Acanthoperca gulliveri,AUS,East Asia & Pacific
Acerina (Gristes) peelii,AUS,East Asia & Pacific
Achirus rautheri,AUS,East Asia & Pacific
Allips concolor,AUS,East Asia & Pacific
Ambassis agassizii,AUS,East Asia & Pacific
Ambassis agrammus,AUS,East Asia & Pacific
Ambassis marianus,AUS,East Asia & Pacific
Ambassis muelleri,AUS,East Asia & Pacific
Anodontiglanis dahli,AUS,East Asia & Pacific
Anommatophasma candidum,AUS,East Asia & Pacific
Apogon aprion,AUS,East Asia & Pacific
Apogon australis,AUS,East Asia & Pacific
Apogonichthys gillii,AUS,East Asia & Pacific
Aristeus fluviatilis,AUS,East Asia & Pacific
Arius (Hemiarius) carinatus,AUS,East Asia & Pacific
Arius armiger,AUS,East Asia & Pacific
Arius dioctes,AUS,East Asia & Pacific
Arius froggatti,AUS,East Asia & Pacific
Arius graeffei,AUS,East Asia & Pacific
Arius midgleyi,AUS,East Asia & Pacific
Arius paucus,AUS,East Asia & Pacific
Arrhamphus sclerolepis,AUS,East Asia & Pacific
Atherina pauciradiata,AUS,East Asia & Pacific
Atherina signata,AUS,East Asia & Pacific
Atherina stercusmuscarum,AUS,East Asia & Pacific
Atherinichthys eyresii,AUS,East Asia & Pacific
Atherinosoma wallacei,AUS,East Asia & Pacific
Belone krefftii,AUS,East Asia & Pacific
Bostockia porosa,AUS,East Asia & Pacific
Bostrychus zonatus,AUS,East Asia & Pacific
Brachirus salinarum,AUS,East Asia & Pacific
Cairnsichthys bitaeniatus,AUS,East Asia & Pacific
Carassiops (Austrogobio) galii,AUS,East Asia & Pacific
Carassiops klunzingeri,AUS,East Asia & Pacific
Centropogon robustus,AUS,East Asia & Pacific
Chatoessus erebi,AUS,East Asia & Pacific
Copidoglanis brevidorsalis,AUS,East Asia & Pacific
Copidoglanis rendahli,AUS,East Asia & Pacific
Craterocephalus amniculus,AUS,East Asia & Pacific
Craterocephalus centralis,AUS,East Asia & Pacific
Craterocephalus cuneiceps,AUS,East Asia & Pacific
Craterocephalus dalhousiensis,AUS,East Asia & Pacific
Craterocephalus fluviatilis,AUS,East Asia & Pacific
Craterocephalus gloveri,AUS,East Asia & Pacific
Craterocephalus helenae,AUS,East Asia & Pacific
Craterocephalus lentiginosus,AUS,East Asia & Pacific
Craterocephalus marianae,AUS,East Asia & Pacific
Craterocephalus marjoriae,AUS,East Asia & Pacific
Craterocephalus stercusmuscarum fulvus,AUS,East Asia & Pacific
Cynoglossus heterolepis,AUS,East Asia & Pacific
Datnia ambigua,AUS,East Asia & Pacific
Denariusa bandata,AUS,East Asia & Pacific
Dules novemaculeatus,AUS,East Asia & Pacific
Edelia vittata,AUS,East Asia & Pacific
Eleotris aurea,AUS,East Asia & Pacific
Eleotris australis,AUS,East Asia & Pacific
Eleotris compressus,AUS,East Asia & Pacific
Eleotris coxii,AUS,East Asia & Pacific
Eleotris grandiceps,AUS,East Asia & Pacific
Eleotris larapintae,AUS,East Asia & Pacific
Eleotris lineolatus,AUS,East Asia & Pacific
Eleotris mogurnda,AUS,East Asia & Pacific
Eleotris selheimi,AUS,East Asia & Pacific
Engraulis scratchleyi,AUS,East Asia & Pacific
Foa yamba,AUS,East Asia & Pacific
Gadopsis bispinosus,AUS,East Asia & Pacific
Gadopsis gracilis,AUS,East Asia & Pacific
Gadopsis marmoratus,AUS,East Asia & Pacific
Galaxias (Galaxias) johnstoni,AUS,East Asia & Pacific
Galaxias aequipinnis,AUS,East Asia & Pacific
Galaxias arcanus,AUS,East Asia & Pacific
Galaxias brevissimus,AUS,East Asia & Pacific
Galaxias dissimilis,AUS,East Asia & Pacific
Galaxias fontanus,AUS,East Asia & Pacific
Galaxias fuscus,AUS,East Asia & Pacific
Galaxias gunaikurnai,AUS,East Asia & Pacific
Galaxias lanceolatus,AUS,East Asia & Pacific
Galaxias longifundus,AUS,East Asia & Pacific
Galaxias mcdowalli,AUS,East Asia & Pacific
Galaxias mungadhan,AUS,East Asia & Pacific
Galaxias niger,AUS,East Asia & Pacific
Galaxias occidentalis,AUS,East Asia & Pacific
Galaxias oliros,AUS,East Asia & Pacific
Galaxias ornatus,AUS,East Asia & Pacific
Galaxias parvus,AUS,East Asia & Pacific
Galaxias pusillus,AUS,East Asia & Pacific
Galaxias pusillus nigrostriatus,AUS,East Asia & Pacific
Galaxias rostratus,AUS,East Asia & Pacific
Galaxias supremus,AUS,East Asia & Pacific
Galaxias tantangara,AUS,East Asia & Pacific
Galaxias tanycephalus,AUS,East Asia & Pacific
Galaxias terenasus,AUS,East Asia & Pacific
Galaxiella munda,AUS,East Asia & Pacific
Galaxiella toourtkoourt,AUS,East Asia & Pacific
Glossogobius bellendenensis,AUS,East Asia & Pacific
Glossogobius munroi,AUS,East Asia & Pacific
Gobius bicirrhosus,AUS,East Asia & Pacific
Gobius circumspectus,AUS,East Asia & Pacific
Gobius concavifrons,AUS,East Asia & Pacific
Gobius diadema,AUS,East Asia & Pacific
Gobius suppositus,AUS,East Asia & Pacific
Gobius tamarensis,AUS,East Asia & Pacific
Grystes macquariensis,AUS,East Asia & Pacific
Guyu wujalwujalensis,AUS,East Asia & Pacific
Gymnothorax austrinus,AUS,East Asia & Pacific
Hannia greenwayi,AUS,East Asia & Pacific
Hannia wintoni,AUS,East Asia & Pacific
Helotes lorentzi,AUS,East Asia & Pacific
Hemiramphus (Zenarchopterus) caudovittatus,AUS,East Asia & Pacific
Hemiramphus (Zenarchopterus) novaeguineae,AUS,East Asia & Pacific
Hemirhamphus regularis,AUS,East Asia & Pacific
Hephaestus epirrhinos,AUS,East Asia & Pacific
Hephaestus tulliensis,AUS,East Asia & Pacific
Himantura dalyensis,AUS,East Asia & Pacific
Hypseleotris acropinna,AUS,East Asia & Pacific
Hypseleotris barrawayi,AUS,East Asia & Pacific
Hypseleotris bucephala,AUS,East Asia & Pacific
Hypseleotris ejuncida,AUS,East Asia & Pacific
Hypseleotris garawudjirri,AUS,East Asia & Pacific
Hypseleotris gymnocephala,AUS,East Asia & Pacific
Hypseleotris kimberleyensis,AUS,East Asia & Pacific
Hypseleotris maranda,AUS,East Asia & Pacific
Hypseleotris moolooboolaensis,AUS,East Asia & Pacific
Hypseleotris regalis,AUS,East Asia & Pacific
Hypseleotris wunduwala,AUS,East Asia & Pacific
Iriatherina werneri,AUS,East Asia & Pacific
Kimberleyeleotris hutchinsi,AUS,East Asia & Pacific
Kimberleyeleotris notata,AUS,East Asia & Pacific
Kurtus gulliveri,AUS,East Asia & Pacific
Lambertia atra,AUS,East Asia & Pacific
Lates colonorum,AUS,East Asia & Pacific
Leiopotherapon macrolepis,AUS,East Asia & Pacific
Lepidogalaxias salamandroides,AUS,East Asia & Pacific
Leptachirus darwinensis,AUS,East Asia & Pacific
Leptachirus triramus,AUS,East Asia & Pacific
Maccullochella ikei,AUS,East Asia & Pacific
Maccullochella peelii mariensis,AUS,East Asia & Pacific
Macquaria australasica,AUS,East Asia & Pacific
Macquaria honlami,AUS,East Asia & Pacific
Melanotaenia eachamensis,AUS,East Asia & Pacific
Melanotaenia exquisita,AUS,East Asia & Pacific
Melanotaenia gracilis,AUS,East Asia & Pacific
Melanotaenia maccullochi,AUS,East Asia & Pacific
Melanotaenia pygmaea,AUS,East Asia & Pacific
Melanotaenia sahulensis,AUS,East Asia & Pacific
Melanotaenia solata,AUS,East Asia & Pacific
Melanotaenia utcheensis,AUS,East Asia & Pacific
Melanotaenia wilsoni,AUS,East Asia & Pacific
Mesopristes jenkinsi,AUS,East Asia & Pacific
Milyeringa brooksi,AUS,East Asia & Pacific
Milyeringa justitia,AUS,East Asia & Pacific
Milyeringa veritas,AUS,East Asia & Pacific
Mogurnda clivicola,AUS,East Asia & Pacific
Mogurnda oligolepis,AUS,East Asia & Pacific
Mogurnda thermophila,AUS,East Asia & Pacific
Mordacia praecox,AUS,East Asia & Pacific
Nannatherina balstoni,AUS,East Asia & Pacific
Nannoperca australis,AUS,East Asia & Pacific
Nannoperca oxleyana,AUS,East Asia & Pacific
Nannoperca pygmaea,AUS,East Asia & Pacific
Nannoperca variegata,AUS,East Asia & Pacific
Nematocentris splendida,AUS,East Asia & Pacific
Nematocentris tatei,AUS,East Asia & Pacific
Neoatherina australis,AUS,East Asia & Pacific
Neosiluroides cooperensis,AUS,East Asia & Pacific
Neosilurus gloveri,AUS,East Asia & Pacific
Neosilurus hyrtlii,AUS,East Asia & Pacific
Neosilurus mollespiculum,AUS,East Asia & Pacific
Neosilurus pseudospinosus,AUS,East Asia & Pacific
Osteoglossum jardinii,AUS,East Asia & Pacific
Paradules obscurus,AUS,East Asia & Pacific
Paragalaxias eleotroides,AUS,East Asia & Pacific
Paragalaxias julianus,AUS,East Asia & Pacific
Paragalaxias mesotes,AUS,East Asia & Pacific
Parapercis australis,AUS,East Asia & Pacific
Philypnodon macrostomus,AUS,East Asia & Pacific
Pingalla gilberti,AUS,East Asia & Pacific
Pingalla midgleyi,AUS,East Asia & Pacific
Plotosus argenteus,AUS,East Asia & Pacific
Pogoneleotris microps,AUS,East Asia & Pacific
Porochilus obbesi,AUS,East Asia & Pacific
Prototroctes semoni,AUS,East Asia & Pacific
Pseudamia nigra,AUS,East Asia & Pacific
Pseudoambassis elongatus,AUS,East Asia & Pacific
Pseudoambassis macleayi,AUS,East Asia & Pacific
Pseudomugil gertrudae,AUS,East Asia & Pacific
Pseudomugil mellis,AUS,East Asia & Pacific
Pseudomugil tenellus,AUS,East Asia & Pacific
Pterocerdale insolita,AUS,East Asia & Pacific
Quiris stramineus,AUS,East Asia & Pacific
Retropinna victoriae,AUS,East Asia & Pacific
Rhadinocentrus ornatus,AUS,East Asia & Pacific
Rhadinocentrus rhombosomoides,AUS,East Asia & Pacific
Rhombosoma trifasciata,AUS,East Asia & Pacific
