grids,species
FRA_type,Botia rubripinnis
DEU_type,Botia sidthimunki
SGP_type,Botia splendida
GBR_type,Botia striata
GBR_type,Botia superciliaris
FRA_type,Parabotia taeniops
CHN_type,Leptobotia tchangi
FRA_type,Botia tientainensis
USA_type,Botia udomritthiruji
GBR_type,Nemachilus xanthi
IDN_type,Vaillantella cinnamomea
NLD_type,Vaillantella maassi
DEU_type,Cobitis afifeae
SWE_type,Cobitis albicoloris
SGP_type,Pangio alcoides
DEU_type,Cobitis aliyeae
USA_type,Lepidocephalichthys alkaia
ESP_type,Cobitis almadae
IDN_type,Pangio alternans
JPN_type,Misgurnus amamianus
IND_type,Pangio ammophila
RUS_type,Cobitis amphilekta
DEU_type,Cobitis anabelae
HUN_type,Cobitinula anatoliae
NLD_type,Acantophthalmus anguillaris
GBR_type,Cobitis anguillicaudata
IND_type,Lepidocephalichthys annandalei
USA_type,Pangio apoda
ITA_type,Cobitis arachthosensis
CHN_type,Misgurnus arenae
IND_type,Noemacheilus arunachalensis
IDN_type,Pangio atactos
ESP_type,Cobitis atlantica
ITA_type,Cobitis aurata
CHN_type,Cobitis australis
IRN_type,Cobitis avicennae
CHN_type,Cobitis baishagensis
DEU_type,Cobitis battalgili
IND_type,Acanthopis berdmorei
IND_type,Pangio bhujia
CHN_type,Bibarba bibarba
USA_type,Quintabarbates bicolor
FRA_type,Nemacheilus bipartitus
SWE_type,Lepidocephalus guntea birmanicus
IDN_type,Pangio bitaimac
NLD_type,Cobitis biwae
MKD_type,Cobitis aurata bosniaca
CHN_type,Cobitis brachysoma
KOR_type,Niwaella brevifasciata
CHN_type,Niwaella brevipinna
USA_type,Acantopsis bruinen
SWE_type,Cobitis bulgarica
PRK_type,Misgurnus buphoensis
ROU_type,Cobitis calderoni
USA_type,Lepidocephalus cataractus
IND_type,Lepidocephalus caudofurcatus
RUS_type,Misgurnus cestoideus
RUS_type,Misgurnus chipisaniensis
NLD_type,Cobitis choirorhynchos
IND_type,Lepidocephalus coromandelensis
CHN_type,Cobitis crassicauda
FRA_type,Misgurnus crossochilus
DEU_type,Acanthophthalmus cuneovirgatus
FRA_type,Paramisgurnus dabryanus
FRA_type,Paramisgurnus dabryanus
TUR_type,Cobitis damlae
ROU_type,Cobitis taenia danubialis
USA_type,Acanthopsoides delphax
RUS_type,Cobitis derzhavini
NLD_type,Acantopsis dialuzona
IND_type,Lepidocephalus dibruensis
USA_type,Cobitis dolichorhynchus
TUR_type,Cobitis dorademiri
CAN_type,Cobitis elazigensis
CHE_type,Lepidocephalichthys eleios
GBR_type,Pangio elongata
DEU_type,Cobitis emrei
DEU_type,Cobitis erkakanae
TUR_type,Cobitis evreni
TUR_type,Cobitis fahireae
IRN_type,Cobitis faridpaki
NLD_type,Acanthophthalmus fasciatus
CHN_type,Cobitis fasciola
SGP_type,Pangio filinaris
CHN_type,Niwaella fimbriata
SWE_type,Misgurnus anguillicaudatus formosanus
USA_type,Misgurnus mizolepis fukien
GBR_type,Lepidocephalus furcatus
AUS_type,Apua fusca
TUR_type,Cobitis fusunae
SWE_type,Cobitis melanoleuca gladkovi
IND_type,Acanthophthalmus goaensis
IND_type,Lepidocephalichthys goalparensis
USA_type,Neacanthopsis gracilentus
USA_type,Acanthopsoides gracilis
CHN_type,Cobitis gracilis
USA_type,Misgurnus mizolepis grangeri
FIN_type,Cobitis taenia granoei
DEU_type,Cobitis taenia haasi
USA_type,Misgurnus mizolepis hainan
JPN_type,Cobitis striata hakataensis
KOR_type,Cobitis hankugensis
USA_type,Acanthopsoides hapalias
ITA_type,Cobitis hellenica
CHN_type,Cobitis hereromacula
ZAF_type,Cobitis herzegoviniensis
IDN_type,Kottelatlimia hipporhynchos
ROU_type,Iksookimia hugowolfeldi
DEU_type,Cobitis illyrica
TUR_type,Cobitis indus
USA_type,Acantopsis ioa
IND_type,Lepidocephalichthys irrorata
HRV_type,Cobitis jadovaensis
NLD_type,Cobitis taenia japonica
DEU_type,Cobitis joergbohleni
LKA_type,Lepidocephalus jonklaasi
JPN_type,Cobitis kaibarai
SGP_type,Lepidocephalichthys katik
ROU_type,Cobitis kellei
IRN_type,Cobitis keyvani
KOR_type,Cobitis koreensis
USA_type,Lepidocephalichthys kranos
RUS_type,Sabanejewia aurata kubanica
NLD_type,Cobitis kuhlii
TUR_type,Cobitis vardarensis kurui
ITA_type,Cobitis larvata
GBR_type,Misgurnus lateralis
RUS_type,Cobitis lebedevi
USA_type,Misgurnus mohoity leopardus
CHN_type,Cobitis leptosoma
DEU_type,Cobitis levantina
AUT_type,Acanthopsis linea
FRA_type,Nemachilus lividus
KOR_type,Cobitis longicorpus
CHN_type,Protocobitis longicostatus
SGP_type,Pangio longimanus
IND_type,Acanthophthalmus longipinnis
GBR_type,Pangio lumbriciformis
GBR_type,Cobitis macrochir
GBR_type,Cobitis macrorhynchos
FRA_type,Cobitis macrostigma
GBR_type,Platacanthus maculatus
RUS_type,Sabanejewia maeotica
JPN_type,Cobitis magnostriata
GBR_type,Acanthophthalmus kuhlii malayanus
IND_type,Lepidocephalichthys manipurensis
USA_type,Acanthophthalmus mariae
FRA_type,Cobitis taenia maroccana
DEU_type,Neoeucirrhichthys maydelli
ROU_type,Cobitis megaspila
USA_type,Cobitis taenia melanoleuca
ESP_type,Cobitis mellaria
IND_type,Lepidocephalichthys menoni
CHN_type,Cobitis microcephala
FRA_type,Cobitis micropus
JPN_type,Cobitis minamorii
GBR_type,Misgurnus mizolepis
AUT_type,Cobitis fossilis mohoity
NLD_type,Acanthopsoides molobrion
CZE_type,Cobitis montana
CHN_type,Cobitis multimaculata
SWE_type,Misgurnus mizolepis multimaculatus
USA_type,Acanthophthalmus myersi
VNM_type,Paramisgurnus nahangensis
KOR_type,Koreocobitis naktongensis
RUS_type,Cobitis nalbanti
THA_type,Lepidocephalus nanensis
CHN_type,Niwaella nigrolinea
RUS_type,Misgurnus nikolskyi
AUT_type,Lepidocephalichthys nudus
SGP_type,Cobitis oblonga
CHN_type,Cobitis obtusirostra
USA_type,Acantopsis octoactinotos
SVK_type,Cobitis granoei olivai
JPN_type,Cobitis minamorii oumiensis
CHN_type,Cobitis oxycephala
SGP_type,Acantophthalmus pahangensis
NLD_type,Lepidocephalichthys pallens
CHN_type,Bibarba parvoculus
IND_type,Pangio pathala
USA_type,Cobitophis perakensis
BGR_type,Cobitis peschevi
SGP_type,Pangio piperata
DEU_type,Cobitis pirii
CHN_type,Protocobitis polylepis
SWE_type,Cobitis pontica
IDN_type,Lepidocephalichthys pristes
SGP_type,Pangio pulla
KOR_type,Cobitis koreensis pumilus
TUR_type,Cobitis puncticulata
CHN_type,Niwaella qujiangensis
CHN_type,Cobitis rarus
BGR_type,Cobitis (Bicanestrinia) rhodopensis
USA_type,Acanthopsoides robertsi
DEU_type,Acanthophthalmus robiginosus
ROU_type,Cobitis caspia romanica
RUS_type,Cobitis rossomeridionalis
KOR_type,Cobitis rotundicaudata
NLD_type,Cobitis rubripinnis
USA_type,Acanthophthalmus sandakanensis
IRN_type,Cobitis saniae
JPN_type,Cobitis minamorii saninensis
RUS_type,Cobitis taenia satunini
GBR_type,Acanthophthalmus semicinctus
JPN_type,Cobitis shikokuensis
RUS_type,Cobitis taenia sibirica
USA_type,Pangio signicauda
ROU_type,Cobitis simplicispina
FRA_type,Cobitis sinensis
TUR_type,Cobitis sipahilerae
IDN_type,Lepidocephalus spectrum
TUR_type,Cobitis splendens
CHN_type,Cobitis stenocauda
GRC_type,Cobitis stephanidisi
GBR_type,Acanthophthalmus kuhlii sumatranus
IDN_type,Acantophthalmus superbus
USA_type,Lepidocephalus taeniatus
JPN_type,Cobitis takatsuensis
JPN_type,Cobitis takenoi
CHE_type,Cobitis taenia tesselatus
KOR_type,Cobitis tetralineata
FRA_type,Cobitis thermalis
THA_type,Acantopsis thiemmedhi
ITA_type,Sabanejewia aurata thrakica
SGP_type,Lepidocephalichthys tomaculum
SWE_type,Misgurnus mizolepis tonkinensis
CHN_type,Paralepidocephalus translucens
DEU_type,Cobitis troasensis
USA_type,Misgurnus anguillicaudatus tungting
HUN_type,Cobitis taenia turcica
CHN_type,Protocobitis typhlops
DEU_type,Cobitis aurata vallachica
MKD_type,Cobitis taenia vardarensis
NLD_type,Acanthophthalmus vermicularis
ESP_type,Cobitis vettonica
CHN_type,Bibarba wenliuensis
CHN_type,Cobitis wumingensis
JPN_type,Cobitis minamorii yodoensis
CHN_type,Paralepidocephalus yui
USA_type,Misgurnus mohoity yunnan
USA_type,Lepidocephalichthys zeppelini
KOR_type,Cobitis zhejiangensis
IDN_type,Barbucca diabolica
IDN_type,Hypergastromyzon abditus
MYS_type,Gastromyzon aequabilis
DEU_type,Sewellia albisuera
USA_type,Protomyzon aphelocheilus
SGP_type,Gastromyzon auronigrus
CHN_type,Paraprotomyzon bamaensis
CHN_type,Plesiomyzon baotingensis
USA_type,Protomyzon borneensis
DEU_type,Sewellia breviventralis
USA_type,Homaloptera caldwelli
CHN_type,Homaloptera (Homalosoma) caldwelli chekianensis
CHN_type,Bashimyzon cheni
CHN_type,Crossostoma chenyiyui
SGP_type,Erromyzon compactus
IDN_type,Gastromyzon contractus
BRN_type,Gastromyzon cranbrooki
SGP_type,Vanmanenia crassicauda
SGP_type,Neogastromyzon crassiobex
CHN_type,Beaufortia cyclica
CHN_type,Erromyzon damingshanensis
USA_type,Gastromyzon danumensis
GBR_type,Glaniopsis denudata
SGP_type,Sewellia diardi
CHN_type,Parhomaloptera disparis
SGP_type,Sewellia elongata
IDN_type,Gastromyzon embalohensis
MYS_type,Gastromyzon extrorsus
USA_type,Crossostoma fangi
FRA_type,Psilorhynchus fasciatus
USA_type,Crossostoma fascicauda
CHN_type,Crossostoma fasciolatus
CHN_type,Crossostoma fascicauda foochowensis
AUT_type,Homaloptera formosanum
CHN_type,Crossostoma galericula
USA_type,Formosania gilberti
CHN_type,Beaufortia kweichowensis gracilicauda
CHN_type,Vanmanenia hainanensis
CHN_type,Vanmanenia homalocephala
CHN_type,Beaufortia huangguoshuensis
IDN_type,Hypergastromyzon humilis
CHN_type,Formosania immaculata
USA_type,Gastromyzon ingeri
CHN_type,Praeformosania intermedia
MYS_type,Gastromyzon introrsus
CHN_type,Pseudogastromyzon fasciatus jiulongjiangensis
CHN_type,Erromyzon kalotaenia
IDN_type,Neogastromyzon kottelati
CHN_type,Gastromyzon leveretti kweichowensis
AUT_type,Crossostoma lacustre
CHN_type,Pseudogastromyzon laticeps
USA_type,Gastromyzon leveretti
CHN_type,Pseudogastromyzon lianjiangensis
CHN_type,Praeformosania lineata
GBR_type,Balitora lineolata
CHN_type,Paraprotomyzon lungkowensis
CHN_type,Liniparhomaloptera macrostoma
CHN_type,Vanmanenia maculata
CHN_type,Pseudogastromyzon maculatum
RUS_type,Sewellia marmorata
CHN_type,Vanmanenia marmorata
CHN_type,Vanmanenia microcephala
FRA_type,Lepidoglanis monticola
USA_type,Pseudogastromyzon myersi
CHN_type,Beaufortia niulanensis
CHN_type,Paraprotomyzon niulanjiangensis
GBR_type,Parhomaloptera normani
FRA_type,Parhomaloptera obscura
CHN_type,Liniparhomaloptera obtusirostris
CHE_type,Vanmanenia orcicampus
MYS_type,Gastromyzon ornaticauda
CHN_type,Protomyzon pachychilus
MYS_type,Gastromyzon pariclavis
DEU_type,Sewellia patella
CHN_type,Crossostoma paucisquama
CHN_type,Pseudogastromyzon peristictus
CHN_type,Praeformosania pingchowensis
CHN_type,Gastromyzon pingi
CHN_type,Beaufortia polliciformis
CHN_type,Beaufortia polylepis
CHN_type,Vanmanenia polylepis
IDN_type,Gastromyzon praestans
CHN_type,Vanmanenia pseudostriata
IDN_type,Gastromyzon psiloetron
NLD_type,Sewellia pterolineata
CHN_type,Liniparhomaloptera disparis qiongzhongensis
IDN_type,Gastromyzon ridens
IDN_type,Gastromyzon russulus
IDN_type,Hypergastromyzon sambas
SGP_type,Vanmanenia serrilineata
SGP_type,Sewellia speciosa
MYS_type,Gastromyzon spectabilis
GBR_type,Homalosoma stenosoma
USA_type,Crossostoma stigmata
JPN_type,Crossostoma tengi
VNM_type,Homaloptera tetraloba
CHN_type,Crossostoma tinkhami
IDN_type,Gastromyzon umbrus
BRN_type,Gastromyzon venustus
FRA_type,Homaloptera whiteheadi
CHN_type,Vanmanenia xinyiensis
CHN_type,Erromyzon yangi
CHN_type,Gastromyzon pingi zebroidus
USA_type,Hemimyzon zebroidus
USA_type,Serpenticobitis cingulata
USA_type,Serpenticobitis octozona
SGP_type,Serpenticobitis zonata
GBR_type,Homaloptera abbreviata
CHN_type,Sinohomaloptera yaotanensis acuticauda
NLD_type,Homaloptera amphisquamata
CHN_type,Balitora anlongensis
FRA_type,Balitora annamitica
IND_type,Bhavania annandalei
USA_type,Balitoropsis bartschi
IDN_type,Homaloptera batek
NLD_type,Balitora brucei
ITA_type,Balitora brucei burmanicus
VNM_type,Sinogastromyzon chapaensis
IND_type,Balitora chipkali
SGP_type,Hemimyzon confluens
SGP_type,Homaloptera confuzona
CHN_type,Sinogastromyzon dezeensis
CHN_type,Lepturichthys dolichopterus
DEU_type,Hemimyzon ecdyonuroides
USA_type,Balitora eddsi
CHN_type,Balitora elongata
SGP_type,Travancoria elongata
FRA_type,Balitora erythrorhina
GBR_type,Homaloptera fimbriata
GBR_type,Homaloptera formosana
GBR_type,Lepturichthys guentheri
GBR_type,Homaloptera gymnogaster
CHN_type,Metahomaloptera omeiensis hangshuiensis
NLD_type,Homaloptera heterolepis
CHN_type,Balitora heteroura
USA_type,Sinohomaloptera hoffmanni
CHN_type,Sinogastromyzon hsiashiensis
IND_type,Hemimyzon indicus
GBR_type,Homaloptera indochinensis
CHN_type,Sinogastromyzon intermedius
IND_type,Balitora jalpalli
USA_type,Homaloptera (Neohomaloptera) johorensis
IND_type,Travancoria jonesi
SGP_type,Hemimyzon khonensis
CHN_type,Homaloptera kwangsiensis
IND_type,Balitora laticauda
IND_type,Homaloptera leonardi
NLD_type,Homaloptera lepidogaster
USA_type,Homaloptera lineata
CHN_type,Sinogastromyzon lixianjiangensis
CHN_type,Metahomaloptera longicauda
CHN_type,Balitora ludongensis
CHN_type,Hemimyzon macroptera
CHN_type,Sinogastromyzon macrostoma
NLD_type,Balitora maculata
IND_type,Homaloptera manipurensis
USA_type,Homaloptera maxinae
CHN_type,Hemimyzon megalopseos
IND_type,Homaloptera menoni
THA_type,Balitora meridionalis
VNM_type,Sinogastromyzon minutum
ITA_type,Helgia modesta
GBR_type,Homaloptera modiglianii
USA_type,Homaloptera montana
IND_type,Balitora brucei mysorensis
JPN_type,Hemimyzon nanensis
CHN_type,Sinogastromyzon nanpanjiangensis
TWN_type,Sinogastromyzon nantaiensis
SGP_type,Homaloptera (Homalopteroides) nebulosa
IND_type,Lepturichthys nicholsi
SGP_type,Homaloptera (Homaloptera) nigra
CHN_type,Balitora nujiangensis
FRA_type,Balitora ocellata
NLD_type,Homaloptera ocellata
SGP_type,Homaloptera ogilviei
NLD_type,Homaloptera ophiolepis
SGP_type,Hemimyzon papilio
FRA_type,Balitora pavonina
CHN_type,Balitora pengi
IND_type,Homaloptera pillaii
NLD_type,Homaloptera polylepis
TWN_type,Sinogastromyzon puliensis
CHN_type,Hemimyzon pumilicorpora
USA_type,Homalopterula ripleyi
VNM_type,Sinogastromyzon rugocauda
IND_type,Chopraia rupicola
NLD_type,Homaloptera salusur
CHN_type,Sinogastromyzon sanhoensis
IND_type,Homaloptera santhamparaiensis
USA_type,Homaloptera septemmaculata
IND_type,Nemacheilus serpentarius
USA_type,Homaloptera sexmaculata
TWN_type,Hemimyzon sheni
IND_type,Homaloptera silasi
FRA_type,Psilorhynchus sinensis
THA_type,Homaloptera smithi
NLD_type,Homaloptera stephensoni
CHN_type,Sinogastromyzon szechuanensis
TWN_type,Hemimyzon taitungensis
NLD_type,Homaloptera tatereganii
CHN_type,Balitora tchangi
IDN_type,Pseudohomaloptera tecta
AUS_type,Homaloptera thamicola
FRA_type,Sinogastromyzon tonkinensis
USA_type,Homaloptera tweediei
USA_type,Homaloptera ulmeri
FRA_type,Homaloptera valenciennesi
USA_type,Homaloptera vanderbilti
CHN_type,Homaloptera vulgaris
NLD_type,Homaloptera wassinkii
CHN_type,Sinogastromyzon wui
CHN_type,Sinohomaloptera yaotanensis
CHN_type,Balitoropsis yunnanensis
TWN_type,Hemimyzon yushanensis
IDN_type,Homaloptera yuwonoi
USA_type,Ellopostoma mystax
IRN_type,Paraschistura abdolii
IRN_type,Paracobitis abrishamchiani
CHN_type,Physoschistura absumbra
USA_type,Paracanthocobitis abutwebi
GBR_type,Nemachilus abyssinicus
CHN_type,Paracobitis acuticephala
IND_type,Nemachilus acuticephalus
USA_type,Paracanthocobitis adelaideae
ROU_type,Schistura afasciata
TUR_type,Seminemacheilus ahmeti
IND_type,Schistura aizawlensis
IND_type,Nemachilus akhtari
CHN_type,Schistura albirostris
CHE_type,Schistura albisella
CHN_type,Schistura alboguttata
ROU_type,Nemacheilus alepidotus
RUS_type,Triplophysa alexandrae
CHN_type,Nemachilus aliensis
CHN_type,Schistura alta
RUS_type,Nemachilus alticeps
DEU_type,Schistura alticrista
DEU_type,Noemacheilus altipedunculatus
RUS_type,Triplophysa altipinnis
CHN_type,Yunnanilus altus
CHN_type,Schistura altuscauda
TUR_type,Oxynoemacheilus amanos
SGP_type,Schistura amplizona
RUS_type,Nemachilus amudarjensis
CHN_type,Yunnanilus analis
ROU_type,Noemacheilus anambarensis
TUR_type,Oxynemacheilus anatolica
IND_type,Schistura andrewi
USA_type,Lefua andrewsi
FRA_type,Nemacheilus angeli
AUT_type,Nemacheilus angorae
IND_type,Nemachilus anguilla
CHN_type,Paracobitis anguillioides
CHN_type,Triplophysa anlongensis
CHN_type,Oreonectes anophthalmus
CHN_type,Triplophysa anshuiensis
DEU_type,Schistura antennata
CHN_type,Homatula anteridorsalis
SGP_type,Schistura aramis
DEU_type,Orthrias angorae araxensis
IRN_type,Paraschistura aredvii
FRA_type,Cobitis arenata
SGP_type,Nemacheilus arenicolus
CHE_type,Nemacheilus argyrogaster
AUT_type,Cobitis argyrogramma
ROU_type,Schistura arifi
RUS_type,Triplophysa arnoldii
TUR_type,Oxynoemacheilus arsaniasus
IND_type,Noemacheilus arunachalensis
IND_type,Noemacheilus assamensis
SGP_type,Schistura ataranensis
SGP_type,Schistura athos
TUR_type,Oxynoemacheilus atili
SGP_type,Schistura atra
USA_type,Noemacheilus atriceps
TUR_type,Seminemacheilus attalicus
USA_type,Schistura aurantiaca
GBR_type,Nemacheilus aureus
TUR_type,Oxynoemacheilus axylos
DEU_type,Schistura bachmaensis
RUS_type,Nemachilus kuschakewitschi badamensis
CHE_type,Noemacheilus baenzigeri
IRN_type,Turcinoemacheilus bahaii
SGP_type,Schistura bairdi
IND_type,Aborichthys bajpaii
SWE_type,Nemacheilus balteatus
AUT_type,Nemachilus baluchiorum
RUS_type,Nemacheilus bampurensis
DEU_type,Nemacheilus banar
ITA_type,Orthrias brandti banarescui
CHN_type,Schistura bannaensis
CHN_type,Triplophysa baotianensis
IND_type,Aborichthys barapensis
USA_type,Paracobitis basharensis
GBR_type,Nemachilus beavani
DEU_type,Schistura bella
CHN_type,Nemachilus bellibarus
TUR_type,Barbatula bergamensis
RUS_type,Nemacheilus bergi
RUS_type,Nemachilus bergianus
IND_type,Nemachilus bhimachari
THA_type,Nemacheilus binotatus
FRA_type,Nemachilus bleekeri
SGP_type,Schistura bolavenensis
GBR_type,Cobitis botia
RUS_type,Nemachilus robustus brachypterus
DEU_type,Nemachilus brahui
GBR_type,Nemachilus brandtii
CHN_type,Triplophysa brevibarba
USA_type,Noemacheilus breviceps
GBR_type,Nemachilus brevis
IND_type,Nemachilus brunneanus
USA_type,Noemacheilus bucculentus
BGR_type,Nemachilus bureschi
SGP_type,Nemacheilus cacao
CHN_type,Triplophysa cakaensis
CHN_type,Noemacheilus callichromus
SGP_type,Schistura callidora
FRA_type,Tuberoschistura cambodgiensis
CHN_type,Troglonectes canlinensis
CHN_type,Yunnanilus caohaiensis
DEU_type,Schistura carbonaria
USA_type,Nemacheilus carletoni
IND_type,Aborichthys cataracta
SGP_type,Schistura cataracta
VNM_type,Barbatula caudofurca
CHN_type,Triplophysa cehengensis
CHE_type,Mustura celata
TUR_type,Oxynoemacheilus cemali
TUR_type,Schistura ceyhanensis
TUR_type,Oxynoemacheilus chaboras
RUS_type,Triplophysa gundriseri chandagaitensis
CHN_type,Homatula change
SWE_type,Nemacheilus chapaensis
IND_type,Physoschistura chhimtuipuiensis
IND_type,Nemacheilus chindwinicus
CHN_type,Paranemachilus chongzuo
IND_type,Nemachilus choprai
RUS_type,Nemachilus amudarjensis choresmi
AUS_type,Nemacheilus chryseus
ROU_type,Schistura chrysicristinae
FRA_type,Cobitis chrysolaimos
CHN_type,Yunnanilus chuanheensis
CHN_type,Yunnanilus chui
TUR_type,Oxynoemacheilus ciceki
TUR_type,Oxynoemacheilus cilicicus
DEU_type,Cobitis cincticauda
TUR_type,Barbatula cinica
SGP_type,Schistura clatrata
DEU_type,Nemacheilus cleopatra
CHN_type,Homatula coccinocola
CHE_type,Schistura colossa
RUS_type,Nemachilus compressirostris
RUS_type,Barbatula conilobus
CHN_type,Nemachilus conirostris
RUS_type,Nemachilus labiatus conjungens
USA_type,Elxis coreanus
SGP_type,Schistura coruscans
SGP_type,Schistura crabro
CHE_type,Schistura crassa
RUS_type,Nemachilus stoliczkae crassicauda
CHN_type,Triplophysa crassilabris
USA_type,Oreias crassipedunculatus
RUS_type,Nemacheilus cristatus
THA_type,Schistura crocotula
CHN_type,Homatula cryptoclathrata
CHN_type,Schistura cryptofasciata
CHN_type,Barbatula cuneicephalus
ROU_type,Schistura curtistigma
RUS_type,Nemacheilus tigris cyri
FRA_type,Oreias dabryi
DEU_type,Schistura dalatensis
CHN_type,Oreonectes damingshanensis
CHN_type,Triplophysa daochengensis
CHN_type,Triplophysa daqiaoensis
CHN_type,Oreonectes daqikongensis
IND_type,Mustura daral
IND_type,Noemacheilus dattai
FRA_type,Schistura daubentoni
GBR_type,Nemachilus dayi
THA_type,Schistura deansmarti
SGP_type,Schistura defectiva
USA_type,Noemacheilus deignani
IRN_type,Paraschistura delvarii
USA_type,Nemacheilus desmotes
IND_type,Nemachilus deterrai
IND_type,Noemacheilus devdevi
RUS_type,Orthrias dgebuadzei
CHN_type,Sphaerophysa dianchiensis
IND_type,Physoschistura dikrongensis
SGP_type,Schistura diminuta
CHN_type,Triplophysa dingi
CHN_type,Yunnanilus discoloris
CHN_type,Homatula disparizona
CHN_type,Schistura disparizona
USA_type,Nemachilus dixoni
SWE_type,Nemacheilus djaggasteensis
IND_type,Noemacheilus doonensis
RUS_type,Cobitis dorsalis
SGP_type,Schistura dorsizona
CHN_type,Homatula dotui
IND_type,Noemacheilus drassensis
RUS_type,Barbatula dsapchynensis
DEU_type,Schistura dubia
DEU_type,Nemachilus dunckeri
USA_type,Lefua echigonia
RUS_type,Triplophysa edsinica
